"gene","Delta_2RF","euclidean_dist","mean_SASA","Length","Total_Mutations_n","Essential","gene_ctrl","mean_SASA_ctrl","Length_ctrl","Total_Mutations_n_ctrl","Essential_ctrl"
"Q15386",0.514,2.11685084066436,56.9127829121625,1083,1,"No","O75290",85.5513346531045,641,6,"No"
"Q8N8R5",0.514,0.44507940114375,70.2475711671169,385,5,"No","Q9BV99",73.6611551175907,259,1,"No"
"Q8ND04",0.514,1.27308883087706,71.5832859958991,991,5,"No","Q9H7R5",87.0350990733628,678,7,"No"
"Q92831",0.514,0.949094270491493,72.9018066497716,832,4,"No","Q86T29",86.0038967096724,641,2,"No"
"Q9NQX3",0.514,1.24327532461068,65.0169124361304,736,6,"No","Q8N4P6",84.1873591182576,559,5,"No"
"P06241",0.513,1.01780198427212,63.8806928655419,537,5,"No","Q9NQY0",73.8639525693281,253,0,"No"
"P25098",0.513,1.66858205738603,54.9625115359448,689,2,"No","Q8WVD5",72.7799886853043,230,0,"No"
"Q9NUZ1",0.513,1.7202399588828,48.3129757056709,547,8,"No","Q9H5X1",69.954566152625,160,0,"No"
"O00175",0.512,0.0431699856503005,92.0300374588235,119,1,"No","P10606",91.4774854682171,129,1,"No"
"P05181",0.512,1.70928098667663,47.1771297165152,493,8,"No","Q9BYD5",68.8096806575893,112,0,"No"
"P10523",0.512,0.987998653252031,59.0694161521975,405,4,"No","Q86X83",72.4768061114573,199,2,"No"
"P36957",0.512,0.167334825743403,80.9169052082119,453,5,"No","Q499Z4",83.6294521384956,452,4,"No"
"P53004",0.512,1.21302266467888,51.6562995182297,296,7,"No","P56851",70.2790614298639,147,1,"No"
"O75365",0.511,0.939506332321106,55.3652179600925,173,1,"No","Q502X0",70.523112086962,79,0,"No"
"O95299",0.51,0.835799695755205,62.7266734530986,355,10,"No","Q8NEA4",72.6909384188085,188,2,"No"
"Q9BYB4",0.509,1.05414602178466,47.4782715707706,327,9,"Yes","Q9BRG1",62.5608436982955,176,1,"Yes"
"Q9NVH6",0.509,0.921929519101348,62.0223301445273,421,5,"No","Q6P0A1",72.2965303299454,183,1,"No"
"Q9UNX4",0.509,0.360068197936016,57.0500193055058,943,4,"Yes","Q9NVH2",51.5017876328649,962,1,"Yes"
"O95837",0.508,1.13372686332415,55.1380722512676,355,2,"No","Q9NZT1",71.4558652846575,146,3,"No"
"Q7KZF4",0.508,1.87611966869193,56.9884356352681,910,2,"No","P35789",85.2839459467742,620,6,"No"
"Q99727",0.508,0.2363102863156,69.1650769709821,224,1,"No","O15182",72.0953340133533,167,1,"No"
"Q9BQE3",0.508,1.1790611424776,43.7607858799287,449,1,"Yes","P61201",63.5871012709391,443,0,"Yes"
"Q9Y258",0.508,0.0669870641735202,91.1796977556383,94,2,"No","Q96HJ9",91.8635249097345,113,2,"No"
"Q8N0Z6",0.507,1.53538209183557,50.1897575119636,440,6,"No","Q6UWF9",72.6376605924277,173,3,"No"
"O14777",0.507,0.120147172299971,94.8800755899221,642,3,"Yes","Q68CZ6",95.2455603600332,603,2,"Yes"
"Q969Q1",0.507,0.138055904827424,90.1163215350708,353,5,"No","Q9UJN7",88.366783927095,358,3,"No"
"O15066",0.507,0.691800367250568,75.8932799629853,747,2,"No","P17017",86.4025447555296,642,3,"No"
"Q9BYV8",0.507,0.137534661538645,93.9604675974692,373,5,"No","Q8WZ73",93.9971649433884,363,2,"No"
"P19784",0.506,1.26327597064161,52.8165923807943,350,0,"No","Q9BPX5",71.9231521995425,153,1,"No"
"Q6P3W7",0.506,1.01936576452605,75.8864927838536,929,5,"No","Q6IV72",90.7964264686383,752,3,"No"
"Q9BYV1",0.506,1.56496008671852,52.7030130376031,514,8,"No","Q8WVL7",74.8132060088703,239,0,"No"
"Q9Y5X3",0.506,0.744254290714001,65.1095115489604,404,0,"No","P61289",75.4446799249055,254,0,"No"
"P10915",0.505,0.818084882911458,62.3599432264802,354,2,"No","Q5GAN4",72.0364645921769,147,1,"No"
"P16035",0.505,0.579213077795927,62.8063942457273,220,0,"No","Q7Z5G4",71.7332629610219,137,0,"No"
"Q9BQC3",0.505,1.11526014894988,60.4461713287239,489,2,"No","Q8WUE5",75.8521783573864,264,0,"No"
"Q9NRY4",0.505,2.11339365340388,73.398687050495,1499,5,"No","Q8IUD2",103.997905332858,1116,7,"No"
"O76083",0.504,0.827315379150244,71.3414276239798,593,4,"No","Q8TBZ8",84.9487358157324,553,1,"No"
"P54252",0.504,0.0687590557515089,84.4395478597673,361,4,"No","Q5T5D7",84.7938990666667,378,3,"No"
"P56706",0.504,0.771134632061666,63.4474691430946,349,2,"No","P27482",72.3267713806711,149,1,"No"
"Q8N4B1",0.504,0.064343759417931,94.1898420778715,249,1,"No","Q5TA31",93.7823413878298,235,0,"No"
"Q15165",0.503,1.64848099483948,47.0223996370621,354,9,"No","P12273",72.795678889589,146,5,"No"
"P24387",0.503,0.728318413501626,63.9468479576708,322,2,"No","P59282",73.8592132422941,170,1,"No"
"Q9H3U7",0.503,0.042046575766702,83.2067983882735,446,3,"No","A8MW95",83.1993386221021,431,3,"No"
"Q9UDX4",0.503,1.54187232108802,49.950723963075,400,6,"No","P35542",72.2409440978462,130,1,"No"
"P13797",0.502,1.91547487745637,49.8770816719206,630,10,"No","Q9BZM4",75.9475963339344,244,3,"No"
"P14207",0.502,0.836234115744596,59.4321718502353,255,2,"No","P25815",71.2139051617895,95,0,"No"
"Q16851",0.502,1.6695916041236,50.8591460585748,508,2,"No","Q712K3",75.8591625383866,238,0,"No"
"Q76B58",0.502,1.06813594738174,69.8098951012402,766,1,"No","O60941",86.5302816849601,627,2,"No"
"Q8IZ83",0.502,2.64504619329182,40.8670252303466,802,7,"No","Q9NX08",74.3899012978142,183,4,"No"
"Q9H0E7",0.502,0.679223051581753,75.3188654800843,712,6,"No","P17039",85.8429566274478,623,8,"No"
"Q9H4E7",0.502,0.160938874520914,84.8127659764976,631,9,"No","Q96NL3",85.7822949988946,588,7,"No"
"Q9HA77",0.502,1.51859036813741,56.8289806244184,564,10,"No","Q8WU39",74.7091482322751,189,4,"No"
"P63010",0.501,1.85975241243028,59.2256172997118,937,0,"No","Q03938",85.9484327974376,601,5,"No"
"Q92832",0.501,1.31973996657346,67.2053074171926,810,11,"No","Q494X3",85.3965003411232,552,6,"No"
"Q9NY59",0.501,1.13064982716075,67.0269279609771,655,2,"No","Q96E29",82.3713838404077,417,1,"No"
"O00425",0.5,0.757027924874397,72.2349808273679,579,0,"No","Q5SQS7",82.8920549073225,431,0,"No"
"Q16644",0.5,0.853592006175833,64.0417929145812,382,3,"No","Q5VZ52",73.8091832362112,161,1,"No"
"Q8WUY9",0.5,0.252940107108327,81.4130123731002,529,0,"No","P17031",85.598019336773,533,1,"No"
"Q96AX9",0.5,1.95437247001023,59.6941669453801,1013,7,"No","Q86V71",88.3959878244065,674,5,"No"
"Q9Y4K0",0.5,1.90700231259668,55.1980799318682,774,2,"No","Q9H8G1",85.7775476110526,570,0,"No"
"Q00005",0.5,1.16117019401678,60.4300707263205,443,5,"No","Q6ZST4",74.8556191071341,164,4,"No"
"P17858",0.499,2.67108089045564,40.4245317701487,780,7,"No","P51808",72.2317242681034,116,0,"No"
"P19875",0.499,0.0482721592500331,91.7075705401869,107,2,"No","Q6UWQ7",91.1248647981513,119,2,"No"
"O95696",0.498,0.79137896439798,87.338096279,1058,11,"No","Q8IVF6",95.7813384656613,992,24,"No"
"Q13637",0.498,0.383358404373618,68.9701069405778,225,0,"No","Q4VC31",74.1686019608333,144,0,"No"
"Q8NBL1",0.498,1.29492891089438,56.7277181597092,392,10,"No","P01037",74.8826217808511,141,7,"No"
"Q9UGL1",0.498,2.19677197978404,72.3949546914469,1544,11,"No","Q9C099",99.3473700426744,1032,21,"No"
"P15311",0.498,1.1882744467073,64.1035565815017,586,4,"No","Q14094",81.2379505833952,377,0,"No"
"P17752",0.496,1.3246376282949,57.0330677658018,444,4,"No","Q8TF09",71.8101200595833,96,0,"No"
"P07093",0.495,1.60722543243122,49.6892180943367,398,2,"No","P23297",72.573589047617,94,0,"No"
"P10301",0.495,0.611115312700607,64.5287110038991,218,4,"No","O14796",73.7038115499242,132,1,"No"
"Q96DM3",0.495,1.82774618771358,53.3027892123896,657,1,"No","Q15072",78.792133414863,292,1,"No"
"P09012",0.494,0.0339373828604209,85.4359189601418,282,3,"No","Q9BQI4",85.5119424763333,270,3,"No"
"Q9UJW3",0.494,1.14994726851642,59.0287275758705,386,3,"No","Q9BX68",75.255367560589,163,2,"No"
"Q8TD30",0.494,1.75880828342015,51.8630568482906,523,9,"No","Q9BXW4",74.962695080068,147,2,"No"
"P14625",0.493,0.259791686394488,70.9843037654919,803,2,"Yes","Q12996",70.3707532834672,717,0,"Yes"
"Q93034",0.493,1.84595671730132,56.9054187944949,780,0,"No","Q15633",81.0656758342623,366,0,"No"
"Q969H0",0.493,0.793632636307344,77.7911951558642,707,17,"No","Q03923",87.4575069213445,595,7,"No"
"A8MXD5",0.492,0.188490066051174,88.1967741686207,290,8,"No","Q5GJ75",89.1597526535274,292,4,"No"
"P10632",0.492,1.85182512838561,48.7463327903592,490,8,"No","Q2M5E4",74.9967941940789,152,1,"No"
"P51671",0.492,0.100536552093554,86.4825438223711,97,2,"No","Q96T91",86.5998503217054,129,1,"No"
"Q14994",0.492,1.10721117785634,59.562680096108,352,6,"No","O95925",74.6035623057594,133,1,"No"
"Q9HCN4",0.492,0.129636413218958,65.9259416219519,374,0,"Yes","P49354",67.9590971058311,379,1,"Yes"
"P08621",0.491,0.147273517415196,110.817719459108,437,0,"Yes","Q15007",112.367717131313,396,0,"Yes"
"P54198",0.491,0.171618218891698,71.0586186250108,1017,6,"Yes","Q96RT8",73.9278867990293,1024,6,"Yes"
"Q13075",0.491,3.05204462168134,50.7504481674355,1403,2,"No","Q3ZCX4",87.5713983049689,644,3,"No"
"Q9UDT6",0.491,0.34552016639828,102.68881652956,1046,9,"No","Q8IYE0",106.308810360209,955,7,"No"
"Q8N392",0.49,0.753706723228228,74.5737860517285,663,4,"No","O75373",85.7542344797202,536,4,"No"
"Q8IWU5",0.49,0.827677069745603,79.3297421174736,870,7,"No","Q96GE5",87.9453494629238,643,4,"No"
"O15143",0.489,1.70282884425267,49.0369025348011,372,9,"No","P09228",75.3690103878014,141,5,"No"
"P11388",0.488,1.07945836616268,71.6330652635219,1531,15,"Yes","Q6PD62",75.7424402954407,1173,22,"Yes"
"Q96P20",0.488,2.19242772268368,56.2312103506351,1036,0,"No","P52742",88.4982481971125,658,2,"No"
"Q9UL25",0.488,0.503886948820011,67.7025635876444,225,1,"No","Q9H0N5",74.9018031946154,130,1,"No"
"Q02880",0.487,2.42547530449725,73.7806362299311,1626,17,"No","Q5M9N0",104.906132278886,1113,3,"No"
"Q9UBX1",0.487,1.25372768219651,61.7459522209132,484,11,"No","Q8IUA0",78.6526945988382,241,4,"No"
"Q02241",0.486,0.426395415404257,88.1319074353917,960,12,"Yes","Q9Y5B6",89.2170944428986,917,3,"Yes"
"Q8N4T0",0.486,1.61876530258769,52.0191119198627,437,6,"No","Q9Y3B7",76.2690711110417,192,0,"No"
"O14908",0.486,0.554602214943673,69.856317828955,333,2,"No","Q9GZQ3",77.6459197833036,224,2,"No"
"Q9NPF7",0.486,0.257856150536482,71.7887364493651,189,0,"No","P28325",75.4419164085916,142,1,"No"
"P10147",0.485,0.0840937506121534,82.5852619513043,92,0,"No","O60925",82.6011090098361,122,0,"No"
"Q9UKJ5",0.485,0.128408363719904,74.1430442735151,165,0,"No","Q6P1L8",76.0872485337931,145,0,"No"
"O95263",0.485,1.38735897498603,69.7378054797062,885,10,"No","P17014",90.8555452568178,697,4,"No"
"Q8WTW3",0.485,1.55193468686689,69.2233690352429,980,10,"No","Q6ECI4",92.094732880251,717,7,"No"
"O95166",0.484,0.827677611418783,60.8829691930769,117,0,"No","P80511",74.7621509261957,92,0,"No"
"Q9Y697",0.484,0.54040556747848,57.2683606787571,457,3,"Yes","Q8IXH7",63.4504183956881,590,0,"Yes"
"P04075",0.484,1.38003864964465,41.6290870643846,364,5,"Yes","Q9NX04",63.2499857117734,203,0,"Yes"
"P22894",0.484,1.64007402479091,54.2042582713704,467,14,"No","P01036",76.3140182460993,141,6,"No"
"Q13303",0.484,1.40170462293897,55.5066336659074,367,2,"No","P33763",75.1947853022826,92,1,"No"
"Q8IUZ5",0.483,2.04373209884692,45.9493989246578,450,9,"No","Q9UKI3",76.2330138734959,123,2,"No"
"O14745",0.483,0.159185045709099,89.7173018365419,358,7,"No","Q8IYX0",90.313962279854,411,8,"No"
"O95267",0.483,0.997646020328223,74.6515933897641,797,5,"No","Q8NDQ6",90.0738601118182,660,3,"No"
"P01574",0.483,0.837955070554146,62.7024605578075,187,2,"No","P29034",76.1651988444898,98,2,"No"
"P26441",0.483,0.793415030958361,64.0877826225,200,3,"No","P61968",77.1427441775758,165,0,"No"
"P35232",0.483,0.193201360175923,76.0020675723162,272,1,"Yes","Q8WXX5",79.1134992204231,260,0,"Yes"
"Q6VVX0",0.483,1.97173933540811,47.6441241356208,501,3,"No","Q96M98",79.3507589853919,296,1,"No"
"Q9Y296",0.483,0.0860569201689498,62.693754843516,219,1,"Yes","Q9H6L4",63.4325445907071,198,2,"Yes"
"Q9UBF8",0.482,1.00532078090856,75.3001987137868,816,4,"No","P52736",90.3948552567278,654,4,"No"
"O75390",0.482,1.71171011193767,51.9201302947339,466,0,"No","P49795",78.2235472193088,217,0,"No"
"Q16363",0.482,3.09431963104036,66.6000871760658,1823,0,"No","Q8NCX0",105.928742177112,1101,3,"No"
"Q96LW4",0.482,0.3441420484506,81.2680980650107,560,7,"No","Q14585",84.8572144853115,488,3,"No"
"Q9HBK9",0.482,1.49164617574466,54.232940487296,375,1,"No","Q9BW30",77.5027969665909,176,0,"No"
"Q9HC35",0.482,1.46384393706818,70.8515334991111,981,8,"No","Q86VS8",91.6471308713733,718,2,"No"
"Q9UKG1",0.482,0.790444445485179,76.210170000835,709,7,"No","P17024",85.853154818985,532,2,"No"
"P09960",0.481,2.51227562638508,40.2088799476367,611,4,"No","Q8N4C7",79.6403943518367,294,0,"No"
"P35219",0.481,1.21093912709129,58.0520532169517,290,5,"No","Q7Z713",77.3239764625949,158,2,"No"
"P68106",0.481,1.13406641395164,57.5203646469444,108,0,"No","Q96FQ6",76.5894431734951,103,1,"No"
"Q08AH1",0.481,2.10547853768963,47.2028816551993,577,7,"No","Q86SG2",79.9195703739672,305,1,"No"
"P0DPH8",0.481,1.32122417833825,43.4371694781822,450,4,"Yes","Q13042",64.1208850445581,620,2,"Yes"
"P21589",0.481,2.05284349778029,48.414271077446,574,9,"No","Q15560",79.9947240271238,299,2,"No"
"P00750",0.48,1.39466117421952,60.0665971862384,562,7,"No","P28289",80.833083481337,359,0,"No"
"O95714",0.479,2.37931123085002,70.2510569511986,1400,9,"No","Q9UJC3",94.2923892085659,728,3,"No"
"Q5NDL2",0.479,1.88750469393339,50.7707396598216,527,10,"No","O00233",78.6175420876951,223,3,"No"
"Q8IY18",0.479,0.633911437111575,67.8641319028538,1101,7,"Yes","Q96CW5",71.8398004375524,907,2,"Yes"
"O43895",0.478,2.08750726093872,49.1347121992908,674,2,"No","Q9NZQ9",80.6159029685275,345,0,"No"
"P13693",0.478,0.052659604828154,63.3204057915698,172,1,"Yes","Q9Y3D0",63.5068423053374,163,0,"Yes"
"P34932",0.478,1.69411920187214,61.9712743463167,840,6,"No","Q02818",84.0644021332972,461,3,"No"
"Q99447",0.478,1.26106753613997,59.4657477715733,389,7,"No","Q13084",79.6130502461719,256,4,"No"
"P07900",0.477,1.38795079473215,65.0759553787842,732,0,"No","P20749",84.3908443639648,454,1,"No"
"O75688",0.477,1.19581813252854,61.728486585261,479,4,"No","Q9NP79",79.8957422366449,307,0,"No"
"P43251",0.477,1.7044609443888,53.6234250969024,543,0,"No","Q96LZ2",80.7668539404957,347,1,"No"
"P78549",0.476,0.307794660506299,76.1093686252885,312,7,"No","P43360",81.2884623901911,314,7,"No"
"Q15233",0.476,0.094335891985713,100.548319700119,471,4,"No","Q8NEF3",101.296228253812,446,3,"No"
"Q9NQE7",0.476,2.08922774308427,46.2320508469961,514,1,"No","Q9H9Q2",79.3468894408409,264,0,"No"
"Q8N136",0.476,2.19419945470513,43.3766844523518,415,7,"No","Q8N3F0",77.3790681335878,131,0,"No"
"Q8NHR7",0.474,0.0456460787836191,100.559664159818,220,3,"No","Q9BY43",100.663689841441,222,2,"No"
"O95260",0.474,1.11530994802508,64.1708922608726,518,2,"No","A6NJJ6",81.2899160711453,358,0,"No"
"P50135",0.474,1.86632470031434,47.2799351748288,292,5,"No","Q6NVV7",77.6226648817073,123,3,"No"
"Q96B86",0.474,0.798601480178961,68.8944727657778,450,2,"No","Q96K31",81.9004820363579,380,1,"No"
"Q9C0B6",0.474,1.12350130058485,71.9696930887484,783,1,"No","P15622",87.6082434701786,560,3,"No"
"O95239",0.473,1.39399676038254,87.7888296634984,1232,13,"No","O15083",105.818008298851,957,3,"No"
"P50213",0.473,1.79926234652805,49.8443009034481,366,8,"No","Q9BQI0",77.8644110462,150,1,"No"
"Q6ZQY3",0.473,1.6884898744596,53.978943558476,521,2,"No","Q9UBW8",79.8735576972945,275,0,"No"
"Q9Y5K2",0.473,1.38866163030335,54.9066406344331,254,0,"No","Q0VGL1",77.1035722969697,99,0,"No"
"P15692",0.473,0.126907104078402,102.969547614897,232,8,"No","B9A064",101.720983318832,214,6,"No"
"Q9UKI8",0.473,0.550852737994478,84.0557469687076,766,0,"No","Q15642",88.8598750963893,601,2,"No"
"Q53H12",0.472,1.09362726858026,63.4048752216351,422,5,"No","P20851",79.9537108615714,252,4,"No"
"Q6P4I2",0.472,1.74999709221797,51.2385998949735,378,10,"No","Q49AH0",78.44139068,187,1,"No"
"P42685",0.472,1.39598877797692,59.1187563653386,505,3,"No","Q7L3S4",80.7558193709779,317,0,"No"
"Q13795",0.471,0.327153500048034,57.4825211046269,201,0,"Yes","P52434",62.4348573109333,150,0,"Yes"
"Q99832",0.471,0.845653543019002,52.1703404282799,543,1,"Yes","Q9NYV6",65.1110209191459,651,5,"Yes"
"Q9Y4I1",0.47,3.12271767850438,74.1640188648798,1855,14,"No","Q9ULE4",110.949654324528,1060,12,"No"
"P16870",0.47,1.7611111570554,52.6598217755378,476,8,"No","Q96CX3",80.172733101476,271,1,"No"
"P41279",0.469,0.707014904183146,71.1047856599914,467,2,"No","Q9NXT0",82.5766358597015,402,3,"No"
"Q8N1B4",0.469,1.38290501788481,65.7445946864952,723,0,"No","Q96CS4",86.44986155168,500,2,"No"
"P13584",0.469,2.0757557448026,48.1180067835577,511,10,"No","Q6ISS4",78.2114266069079,152,3,"No"
"P18510",0.469,0.392910735554928,71.7866257946102,177,2,"No","Q9H4G1",78.2015073273197,147,1,"No"
"P78417",0.469,1.63921238390176,50.4325487210042,241,4,"No","P13640",76.5209432701613,62,0,"No"
"Q8NB78",0.469,2.21841560005518,52.4856253982871,822,2,"No","Q9NQG5",81.5397593604601,326,0,"No"
"Q9Y2X3",0.468,0.171016486110985,82.3418870777127,529,0,"Yes","Q9BQA5",79.9583296797679,517,2,"Yes"
"Q93100",0.468,2.83435297994066,48.2215451709094,1093,11,"No","P16415",89.5735395253443,610,2,"No"
"Q96EP0",0.468,1.79504634517934,70.2355309766231,1072,12,"No","Q5HYK9",90.2642588659836,610,4,"No"
"P12018",0.468,0.107894848452794,77.2963993552414,145,2,"No","Q8WUH1",79.0899949466907,139,2,"No"
"Q9BQP7",0.468,0.195936163852873,79.628521549157,344,8,"No","Q17RN3",82.5501705209169,349,10,"No"
"Q5T0N1",0.467,1.88817927043413,69.4122142750241,1121,0,"No","Q96ED9",94.7308797464117,719,4,"No"
"Q96B26",0.467,0.653195845277886,54.0681391212319,276,3,"Yes","Q9Y5R8",62.8728061595172,145,0,"Yes"
"O94760",0.467,1.91457951345537,46.7774496565123,285,0,"No","Q9Y2V2",78.3339521946939,147,0,"No"
"P11216",0.467,2.75705325426809,42.1046091767473,843,4,"No","Q96P16",81.0449101239103,312,0,"No"
"P13929",0.467,2.50892064855028,38.5411499382627,434,6,"No","Q02045",78.7526330266474,173,1,"No"
"P48643",0.467,1.15455438028068,53.3332322561368,541,6,"Yes","Q01518",72.1370434681684,475,1,"Yes"
"Q02156",0.467,1.675908538122,61.0640775606052,737,3,"No","Q9Y2G7",87.3268523109827,519,3,"No"
"Q14449",0.467,0.670688711338469,75.567608410837,540,2,"No","O95388",83.3286385921253,367,3,"No"
"Q4VC12",0.467,1.50128666652827,56.8520383796696,460,4,"No","P20774",80.7439543984228,298,0,"No"
"Q96JB6",0.467,2.03156899093255,54.8442340412566,756,4,"No","Q6P047",81.1771991827755,294,3,"No"
"P02776",0.466,0.0313814337679694,92.7882175148515,101,0,"No","Q6IPR1",92.8865713366667,90,0,"No"
"P10600",0.466,0.937136735744737,68.4794868441019,412,12,"No","O15479",82.6759492063197,319,5,"No"
"Q15811",0.466,2.67951294760344,82.9213508323742,1721,13,"No","Q96G01",109.355347818903,975,0,"No"
"Q8IXV7",0.466,2.02889608375004,45.8290294017797,354,1,"No","Q9BZM1",79.0663125757672,189,0,"No"
"Q9NQ55",0.466,0.326819906876229,87.1054470192178,473,1,"Yes","Q8IVD9",86.8654998122715,361,3,"Yes"
"O60508",0.466,0.520788541606717,68.65236838362,579,2,"Yes","Q9HAW0",73.10794735642,419,2,"Yes"
"Q15427",0.466,0.448223226502593,95.5238617296934,424,6,"Yes","Q56P03",97.7107096194386,285,2,"Yes"
"O60264",0.465,1.82893129931099,68.9916448806958,1052,5,"No","Q8TD23",89.5097108923239,568,2,"No"
"P00746",0.465,1.44325692920493,54.9532595441818,253,5,"No","P33552",77.4992917632911,79,0,"No"
"P08294",0.465,0.73646959059674,67.9488296725083,240,5,"No","Q9UJQ7",79.4719682726923,156,2,"No"
"P32754",0.465,2.0046164223767,47.6878487049873,393,8,"No","Q6IPR3",80.4021627385328,259,1,"No"
"P37837",0.465,1.97643885847179,47.7252832421365,337,10,"No","P04732",77.5691155819672,61,1,"No"
"O14732",0.465,1.94406904201588,46.8654707557639,288,3,"No","Q16718",78.4796153724138,116,0,"No"
"Q96B67",0.465,0.597716533631875,73.1224788621498,414,0,"No","Q9Y314",81.6531833538738,301,0,"No"
"P48061",0.464,0.046237134454285,93.9541128645161,93,0,"No","Q49B96",93.8313247922222,90,1,"No"
"Q99698",0.464,2.45487339010725,72.64159128013,1400,14,"No","Q96M89",94.2802411760632,665,6,"No"
"Q9BV79",0.464,1.51977583071898,56.6752639676568,373,10,"No","B4E2M5",81.0288762781514,251,3,"No"
"O14827",0.464,2.06946596507477,74.0965011658496,1237,3,"No","Q5VZ66",103.57048443128,844,2,"No"
"Q9BXS5",0.464,1.56006105838743,56.1893163762884,423,0,"No","Q8N782",80.1821283609137,197,0,"No"
"P49593",0.463,1.54223442876882,57.9386868676564,454,8,"No","Q96A37",81.0115785148101,237,0,"No"
"Q9UBS0",0.463,0.841093777643626,71.1061898515477,482,2,"No","P43365",82.8348144016943,314,2,"No"
"P31941",0.463,1.15830062307815,59.4980465173367,199,1,"No","Q7Z7K0",78.4763012815094,106,0,"No"
"P38919",0.463,1.03358556534841,52.2849667232117,411,1,"Yes","P61970",63.3540761129134,127,0,"Yes"
"P19793",0.462,0.268014105391718,81.748841182619,462,1,"No","Q8N8L2",86.0364140569794,437,2,"No"
"Q96CW1",0.462,0.767240728122508,59.4950123335402,435,7,"Yes","Q14390",67.3289963474771,218,6,"Yes"
"Q96JK4",0.462,2.22220940012035,52.3139540223402,782,4,"No","Q96NJ6",87.1713882187251,502,0,"No"
"P40429",0.462,0.0943648341291681,74.5880599009852,203,1,"Yes","Q9NV31",75.6596729341087,184,0,"Yes"
"P68402",0.462,1.57436476153514,52.6839153123057,229,0,"No","Q02747",78.616838268087,115,1,"No"
"Q92466",0.462,1.39050660479146,60.2551310575082,427,7,"No","Q8IW03",82.2310337717844,269,3,"No"
"Q96I51",0.462,1.73813489091896,54.2679642898836,464,2,"No","P41208",80.062433965,172,1,"No"
"Q9BS92",0.461,1.18980174205317,60.2056756734008,247,5,"No","Q9BQ08",79.0378122945946,111,2,"No"
"P45452",0.461,1.76132758302771,55.8033699058089,471,13,"No","P52803",81.3150939929386,228,0,"No"
"Q9BQA1",0.461,1.04826112953904,48.9355174114795,342,1,"Yes","Q9BTM9",62.4044129085148,101,0,"Yes"
"Q5T2W1",0.46,0.914833730261753,71.711061839553,519,4,"No","Q9NYL9",84.589421232642,352,0,"No"
"O96020",0.46,0.392724472810521,78.4782710755198,404,1,"No","Q99645",83.8374089890249,322,1,"No"
"P09543",0.46,1.46117169898684,59.3097423054869,421,7,"No","Q9Y3E2",79.426470710219,137,1,"No"
"Q6P1J9",0.46,0.302874317242347,90.5054872945876,531,7,"Yes","O94927",92.0088243013997,633,8,"Yes"
"Q99661",0.459,0.897595853888838,76.3781839066152,725,2,"No","P51522",87.7231667281201,516,4,"No"
"O60907",0.459,1.47067897932245,62.0618564118821,577,3,"No","Q9UBV8",82.4682940798239,284,0,"No"
"Q15185",0.459,0.0308860361259074,82.1047182478125,160,0,"No","P19105",82.0741105602339,171,0,"No"
"P31483",0.458,0.112365069382684,86.6870288178497,386,4,"No","O15481",86.5616883802775,346,4,"No"
"P28370",0.458,1.83257701619096,69.0461102662922,1054,3,"No","Q14593",89.7282062843937,569,3,"No"
"P42330",0.458,2.10793413287855,45.2222734931022,323,8,"No","A8MSI8",78.2132115705128,78,0,"No"
"Q9Y6N6",0.458,3.23407960883292,68.084117125341,1575,39,"No","Q8TD31",104.923163501279,782,20,"No"
"Q96DA2",0.457,1.15055743577747,60.395484557493,213,4,"No","Q9NQP4",79.1548284402985,134,0,"No"
"P08238",0.457,1.54975051718737,63.892959278779,724,0,"No","A2RRD8",87.8739191850688,509,2,"No"
"P48736",0.457,2.82802310980704,50.7617778848711,1102,12,"No","Q6ZVM7",88.2899576944576,507,1,"No"
"O14625",0.457,0.0166094600364339,92.5098615512766,94,0,"No","Q8NHW6",92.3598440685393,89,0,"No"
"Q16762",0.457,1.86904113227843,48.7489997307071,297,1,"No","P31949",78.8619671746667,105,0,"No"
"Q9BZH6",0.457,3.05427921801515,49.7901648922516,1224,7,"No","Q03936",91.3500537562116,586,3,"No"
"O00303",0.456,0.0552471040462947,86.3386909584314,357,10,"Yes","Q99871",86.4962691560598,368,9,"Yes"
"P55259",0.456,1.2033639435695,67.7317440768715,537,5,"No","Q9NZR1",85.7324142258974,351,1,"No"
"Q9Y2R9",0.456,0.195352869748342,82.6887840995455,242,7,"No","Q86UN6",81.6075254181523,197,4,"No"
"Q9H0Y0",0.455,0.454334089725542,73.5713499769091,220,4,"No","O43325",79.2245756819672,122,1,"No"
"A1Z1Q3",0.455,0.215358474862491,90.5597993249647,425,9,"No","Q96PE6",88.8028681348517,472,6,"No"
"O14556",0.455,1.28320139750202,62.0728533707745,408,2,"No","P61758",81.1780893252284,197,0,"No"
"P23109",0.455,2.2414169322403,53.4020709438487,780,4,"No","Q3KNS6",87.3305947680556,432,2,"No"
"Q8WVM8",0.455,1.00161351406384,56.0208877921059,642,1,"Yes","Q14CX7",49.9640245222716,972,4,"Yes"
"Q14651",0.454,2.23268286461583,50.4076437280541,629,10,"No","Q96A05",81.9260433060442,226,0,"No"
"Q9UK32",0.454,1.93766995297535,58.471918792255,745,3,"No","Q147U1",89.500998158349,533,2,"No"
"Q9Y2B0",0.453,0.431307969371023,72.9303400408571,182,0,"No","Q6P3W2",80.0200456208054,149,0,"No"
"P49746",0.452,2.3001836923272,57.3905156634017,956,2,"No","Q3SXZ3",88.8469927442469,478,3,"No"
