"gene","Delta_2RF","euclidean_dist","s_SASA","s_Length","s_nmut","Essential","group","gene_ctrl","s_SASA_ctrl","s_Length_ctrl","s_nmut_ctrl","Essential_ctrl","group_ctrl"
"Q13490",0.344,2.57604954661631,-0.180027714571932,0.35016461751285,-0.240155155975378,"No",1,"Q9NVK5",2.18244769140467,-0.67291187044477,-0.329908833148469,"No",0
"O43709",0.344,0.792885242127219,0.192623830206328,-0.594429290546651,-0.374785671735014,"Yes",1,"P36954",0.854039450389314,-1.03168937855046,-0.374785671735014,"Yes",0
"P35270",0.344,3.29248523742277,-1.18283455301636,-0.650488276188165,-0.0157709630426516,"No",1,"P02652",2.05875741720658,-1.10176311060235,-0.374785671735014,"No",0
"Q6TFL4",0.344,3.1929707598922,-0.84526466362335,0.299711530435488,0.073982714130439,"No",1,"P82979",2.12743721985848,-0.793438689574024,-0.329908833148469,"No",0
"P48735",0.343,3.03345580381835,-0.80689296546748,-0.115124963311711,0.0291058755438937,"No",1,"Q86W54",2.1187534618512,-0.807453435984402,-0.374785671735014,"No",0
"O60258",0.342,1.41810076061162,0.694449459235605,-0.77662099388157,-0.240155155975378,"No",1,"Q5JTB6",2.06617397440254,-1.11017195844857,-0.374785671735014,"No",0
"P02747",0.342,1.09451603422957,1.04859486768784,-0.695335464701375,-0.195278317388833,"No",1,"A8MTL0",2.0934969770871,-0.967221545062716,-0.374785671735014,"No",0
"O15553",0.341,1.76381292153363,1.2421488129894,0.807045350491185,0.432997422822802,"No",1,"Q96LP2",2.56316042924409,-0.115124963311711,-0.285031994561924,"No",0
"Q9H3S4",0.341,3.43045294916425,-1.29758399086445,-0.700941363265527,0.073982714130439,"No",1,"O95670",2.08529291706251,-1.05131002352499,-0.374785671735014,"No",0
"P20809",0.341,2.29189619356371,-0.183980679558135,-0.824271131676856,-0.240155155975378,"No",1,"Q9UFG5",2.09266512686115,-1.05131002352499,-0.374785671735014,"No",0
"Q9ULD0",0.341,4.03536071752364,-1.22710394114149,1.44892073608651,0.25349006847662,"No",1,"Q8IZP6",2.2765072374888,-0.479508369981549,-0.285031994561924,"No",0
"Q9Y2Z4",0.341,2.14060432153857,-0.843306767904288,-0.0450512312598194,0.343243745649711,"Yes",1,"P52657",0.889511346954099,-1.07653656706367,-0.374785671735014,"Yes",0
"O00469",0.34,3.69957767736037,-1.21045528574374,0.683715582079855,0.16373639130353,"No",1,"Q9BZE7",2.14699385095852,-0.773818044599494,-0.374785671735014,"No",0
"P31150",0.34,3.62508269108537,-1.41421010697667,-0.12913970972209,-0.105524640215742,"No",1,"Q15506",2.10751091902621,-0.958812697216489,-0.329908833148469,"No",0
"P78318",0.34,0.466701143363076,0.921084415345753,-0.431858232186262,-0.240155155975378,"Yes",1,"P82912",1.14605684748417,-0.838285878087235,-0.285031994561924,"Yes",0
"Q8TC44",0.339,2.45664572030739,-0.12291148202336,-0.0422482819777437,0.16373639130353,"No",1,"Q15834",2.14570562072062,-0.815862283830629,-0.374785671735014,"No",0
"P14324",0.339,1.43935756024177,-0.215370137969542,-0.207622289620208,-0.105524640215742,"Yes",1,"P62910",0.953207128928349,-1.0036598857297,-0.374785671735014,"Yes",0
"P61586",0.339,2.71897709027234,-0.609528657476736,-0.84108882736931,-0.195278317388833,"No",1,"Q9HBI5",2.09999477384621,-1.02328053070423,-0.329908833148469,"No",0
"Q13976",0.338,3.30030578067749,-0.877359110228587,0.498720929462861,-0.150401478802288,"No",1,"Q96F24",2.23959471799807,-0.577611594854197,-0.285031994561924,"No",0
"P37058",0.338,3.31212281319131,-0.992680404185949,-0.513143761366457,0.792012131515164,"No",1,"P19957",2.13611591852732,-1.05411297280706,-0.150401478802288,"No",0
"Q9Y243",0.338,2.91446847766365,-0.569329218475698,-0.039445332695668,0.298366907063166,"No",1,"Q9NZ72",2.13965785240976,-0.877527168036294,-0.374785671735014,"No",0
"P35558",0.337,4.06885229914231,-1.69301847732639,0.361376414641153,0.16373639130353,"No",1,"Q4G0S7",2.21183893705291,-0.670108921162694,-0.329908833148469,"No",0
"Q99748",0.337,0.262583848601922,1.9211164119308,-0.829877030241008,-0.285031994561924,"No",1,"Q9Y3C0",2.17970032129674,-0.838285878087235,-0.329908833148469,"No",0
"Q9H270",0.337,3.02384818872785,-0.195295755310592,1.25551723562329,-0.374785671735014,"No",1,"Q6ZMV7",2.40105975063467,-0.294513717364554,-0.374785671735014,"No",0
"O94903",0.337,2.90541672016336,-0.743439703540496,-0.611246986239105,-0.0157709630426516,"No",1,"P68431",2.11854698459568,-1.00085693644762,-0.329908833148469,"No",0
"P12883",0.337,17.1348207465413,0.530025918009356,4.04164882200651,16.4540287982195,"No",1,"Q9H607",2.36274574823645,-0.642079428341938,0.073982714130439,"No",0
"P50053",0.337,3.46816273618322,-1.28695966325695,-0.546779152751365,-0.105524640215742,"No",1,"Q9NRY2",2.12770914920175,-1.09055131347405,-0.374785671735014,"No",0
"P23381",0.336,2.28121168284783,-1.03390540563078,-0.0618689269522734,0.0291058755438937,"Yes",1,"Q08AG7",0.928730879882995,-1.15221619767971,-0.374785671735014,"Yes",0
"O14727",0.335,4.52292147855579,-1.38525320270475,2.11602266522052,0.118859552716984,"No",1,"Q86X02",2.53856945324124,-0.0786866226447274,-0.374785671735014,"No",0
"Q9UKB1",0.335,2.61004846439259,-0.233786140627387,0.137140472075099,-0.060647801629197,"No",1,"Q9NP64",2.22142107894531,-0.706547261829678,-0.329908833148469,"No",0
"P17735",0.335,3.14351738988349,-0.835222541850717,-0.10951906474756,0.16373639130353,"No",1,"Q93045",2.16436841182202,-0.88033011731837,-0.374785671735014,"No",0
"Q8TC94",0.335,3.04406307157402,-0.772315471665678,-0.216031137466435,0.0291058755438937,"No",1,"Q6NXT2",2.14608638167331,-1.0036598857297,-0.329908833148469,"No",0
"Q9NUQ7",0.335,3.24235427291318,-0.924637412673415,-0.0674748255164248,0.118859552716984,"No",1,"O15525",2.16906563910123,-0.927980255113656,-0.329908833148469,"No",0
"Q8WXG1",0.334,2.685460967914,-0.459940135544266,-0.370193347980597,-0.240155155975378,"No",1,"O60675",2.15986993101164,-0.94479795080611,-0.374785671735014,"No",0
"Q9Y6D5",0.334,4.89788457702489,-0.412491064155848,3.62120642969516,-0.240155155975378,"No",1,"P0CW27",2.71056319984458,-0.151563303978695,-0.195278317388833,"No",0
"P35218",0.334,2.62443318212714,-0.388884904566693,-0.527158507776835,0.0291058755438937,"No",1,"Q5VU69",2.14045572383661,-1.09896016132027,-0.374785671735014,"No",0
"P51606",0.334,3.59755214302033,-1.33740881051393,-0.185198695363603,-0.195278317388833,"No",1,"A6NF36",2.17262282535044,-0.953206798652337,-0.374785671735014,"No",0
"Q14240",0.334,3.39940641580222,-1.11300054403544,-0.241257681005116,0.0291058755438937,"No",1,"Q96CT7",2.22269205246372,-0.75700034890704,-0.374785671735014,"No",0
"Q9Y337",0.334,2.39395007036701,-0.171116140397384,-0.560793899161743,-0.195278317388833,"No",1,"Q9BUW7",2.14238797908262,-1.14941324839763,-0.374785671735014,"No",0
"Q12765",0.333,3.83200950541197,-1.54893678780851,-0.221637036030587,-0.105524640215742,"No",1,"Q6ZUS5",2.2545459669875,-0.602838138392878,-0.374785671735014,"No",0
"Q8NFP4",0.333,3.34845283179615,-0.484973156174855,1.29475852557235,-0.195278317388833,"No",1,"Q96H12",2.26221749346045,-0.611246986239105,-0.374785671735014,"No",0
"Q92565",0.333,2.70666151758444,-0.282224579078802,0.243652544793975,-0.240155155975378,"No",1,"Q15527",2.26713928383778,-0.664503022598543,-0.195278317388833,"No",0
"Q9P2K8",0.333,4.46127401155535,0.132469354922464,3.24000532733287,1.06127316303444,"No",1,"Q96L03",2.45653387495497,-0.370193347980597,-0.150401478802288,"No",0
"Q14032",0.332,3.77661104366817,-1.44981085607855,-0.210425238902284,0.208613229890075,"No",1,"A1L190",2.17834705532912,-1.13539850198726,-0.285031994561924,"No",0
"Q8IZ69",0.332,3.0340870358,-0.566357959985224,0.36978526248738,-0.195278317388833,"No",1,"Q5TFG8",2.24388952629318,-0.759803298189116,-0.374785671735014,"No",0
"P30044",0.331,2.34181951727197,-0.143278543273577,-0.782226892445721,-0.240155155975378,"No",1,"P0DMW2",2.14617621154842,-1.25592532111651,-0.374785671735014,"No",0
"Q99575",0.331,2.57141979282189,0.316996938117955,1.48816202603557,0.522751099995892,"Yes",1,"Q86UA6",1.24890992690717,-0.768212146035343,-0.285031994561924,"Yes",0
"P48147",0.331,4.19877021350177,-1.70890176097876,0.608035951463812,-0.240155155975378,"No",1,"Q96MC5",2.24078085634483,-0.810256385266478,-0.374785671735014,"No",0
"O00408",0.331,3.40919434464987,-0.551843469955766,1.25551723562329,-0.060647801629197,"No",1,"Q6ZQR2",2.37641243937206,-0.4851142685457,-0.195278317388833,"No",0
"P35579",0.331,7.15799520400029,0.56544227507018,4.1117225540584,5.01043495865043,"No",1,"A6NI79",2.38476988953479,-0.552385051315516,-0.105524640215742,"No",0
"Q96Q05",0.331,3.82838132826704,-0.615273848229531,1.83572773701296,-0.0157709630426516,"No",1,"Q7L2Z9",2.30398335490088,-0.630867631213635,-0.240155155975378,"No",0
"Q07955",0.33,0.204194022075668,1.15436182373427,-0.686926616855148,-0.195278317388833,"Yes",1,"P84098",1.26569660426729,-0.832679979523083,-0.285031994561924,"Yes",0
"Q9Y6Z7",0.33,0.948762227992939,1.34873886963089,-0.605641087674954,-0.195278317388833,"No",1,"Q6XYB7",2.26142272452136,-0.827074080958932,-0.329908833148469,"No",0
"O15228",0.329,3.76567719284374,-1.23467269244152,0.523947473001542,-0.0157709630426516,"No",1,"Q8TC29",2.33149638293521,-0.664503022598543,-0.240155155975378,"No",0
"P45954",0.329,3.17341764643274,-0.817150146142022,-0.171183948953225,0.0291058755438937,"No",1,"Q5VTH2",2.25381346166149,-0.885936015882521,-0.329908833148469,"No",0
"Q13126",0.328,3.4796187161596,-1.23968013115887,-0.5888233919825,-0.150401478802288,"No",1,"Q3B7I2",2.19117752648828,-1.12418670485895,-0.374785671735014,"No",0
"P55268",0.328,4.89637111403334,0.130139616186001,3.65764477036214,1.15102684020753,"No",1,"Q8N6V9",2.5985773898968,-0.286104869518327,-0.374785671735014,"No",0
"P06576",0.327,2.27718340713097,-0.901712279094088,0.100702131408116,-0.240155155975378,"Yes",1,"Q9NYG5",1.00136949734318,-1.14661029911556,-0.329908833148469,"Yes",0
"Q01064",0.327,2.59085705384632,-0.131170461845374,0.120322776382645,-0.374785671735014,"No",1,"Q9H169",2.27019248313511,-0.852300624497613,-0.374785671735014,"No",0
"Q01081",0.327,0.278936934275618,0.941126556960992,-0.709350211111754,-0.329908833148469,"Yes",1,"Q9H081",1.1983572703899,-0.807453435984402,-0.374785671735014,"Yes",0
"P10588",0.326,2.24544606234125,0.113732960285396,-0.249666528851343,-0.285031994561924,"No",1,"Q6P5X5",2.23379640658334,-0.98403924075517,-0.374785671735014,"No",0
"P18031",0.326,2.18856112990187,0.212784610447367,-0.162775101106998,-0.240155155975378,"No",1,"Q13542",2.21332964507862,-1.04570412496083,-0.329908833148469,"No",0
"Q8TE56",0.326,3.2026821082433,0.151566081832577,1.68717142506295,0.25349006847662,"No",1,"Q9H0I2",2.50945676489282,-0.412237587211732,-0.285031994561924,"No",0
"Q13489",0.326,2.67596184389519,-0.153266838072324,0.310923327563791,-0.240155155975378,"No",1,"Q8N1A0",2.37507205959147,-0.555188000597592,-0.374785671735014,"No",0
"A8K7I4",0.326,4.12954605780121,-1.32103020146386,1.17983760500725,0.16373639130353,"No",1,"Q96EU6",2.35584031048065,-0.656094174752316,-0.240155155975378,"No",0
"Q99640",0.326,1.05036269715156,0.722869279410401,0.0166136529458454,-0.285031994561924,"Yes",1,"P62979",1.13626231415157,-0.94479795080611,-0.374785671735014,"Yes",0
"P46597",0.325,3.41259236262539,-1.13098645228683,-0.415040536493808,-0.285031994561924,"No",1,"O75896",2.21622945582945,-1.07373361778159,-0.374785671735014,"No",0
"Q9BUQ8",0.325,1.7849424076239,0.954123263485823,0.916360372492136,-0.105524640215742,"Yes",1,"Q9HAV7",1.48229752534809,-0.773818044599494,-0.329908833148469,"Yes",0
"Q12904",0.324,1.51098521341693,0.846413788898507,-0.507537862802305,-0.060647801629197,"No",1,"Q9H1H1",2.26036772178787,-0.967221545062716,-0.329908833148469,"No",0
"Q63HN8",0.324,4.83331159326989,-1.28383480849559,2.54207095609603,-0.374785671735014,"No",1,"Q01664",2.52298946066401,-0.434661181468338,-0.285031994561924,"No",0
"Q15555",0.324,1.21647622465906,1.15873088317991,-0.46549362357117,-0.105524640215742,"No",1,"Q969X0",2.3092736868413,-0.790635740291948,-0.329908833148469,"No",0
"Q6ZMT9",0.324,2.31621273732388,0.718976351376172,0.807045350491185,0.477874261409347,"No",1,"P0C7I6",2.45357635004102,-0.54958210203344,-0.240155155975378,"No",0
"Q8NDG6",0.324,4.58728541484119,-0.870681225218962,2.49161786901866,0.16373639130353,"No",1,"A8MT33",2.40961548433887,-0.703744312547602,-0.105524640215742,"No",0
"Q9UNA0",0.323,3.10745319933185,-0.0263925969932038,1.22468479352046,-0.0157709630426516,"No",1,"Q9BTP6",2.32829544575742,-0.771015095317419,-0.374785671735014,"No",0
"O14744",0.322,2.82392243449836,-1.26418141026466,0.403420653872288,-0.285031994561924,"Yes",1,"Q9BWJ5",1.09828201691583,-1.14100440055141,-0.374785671735014,"Yes",0
"O95390",0.322,1.92533942981144,0.474176106417896,-0.241257681005116,-0.285031994561924,"No",1,"Q02575",2.23742304054352,-1.00926578429385,-0.374785671735014,"No",0
"P16444",0.322,3.5560592377905,-1.22975556856791,-0.230045883876814,-0.285031994561924,"No",1,"A8MYZ5",2.22241400829269,-1.08214246562782,-0.329908833148469,"No",0
"P48444",0.322,1.53312049020244,0.107745370306383,0.0502490443307535,-0.195278317388833,"Yes",1,"Q01658",1.3063016123068,-0.888738965164597,-0.374785671735014,"Yes",0
"Q99459",0.321,1.20510823697005,1.88938379993118,0.865907285414774,-0.195278317388833,"Yes",1,"Q6PII3",2.57633705845931,-0.0730807240805761,0.118859552716984,"Yes",0
"Q9H2R5",0.321,2.9839606198183,-0.742368285096348,-0.664503022598543,-0.329908833148469,"No",1,"O14610",2.19519638128384,-1.18865453834669,-0.329908833148469,"No",0
"Q13576",0.32,4.59276933659732,-0.360895240428746,3.03258708045927,0.208613229890075,"No",1,"Q8IWF9",2.83935775963131,-0.224439985312662,-0.285031994561924,"No",0
"P02792",0.32,2.88271408430315,-0.655215993948664,-0.891541914446672,-0.240155155975378,"No",1,"Q96EH5",2.20329991340935,-1.23910762542406,-0.374785671735014,"No",0
"Q504Y2",0.32,2.83064533782932,-0.39576345861265,-0.000204042746608626,-0.195278317388833,"No",1,"O75956",2.23523306095372,-1.02888642926838,-0.374785671735014,"No",0
"Q9H649",0.32,3.4007727295936,-1.09635409006222,-0.429055282904186,-0.105524640215742,"No",1,"Q96I23",2.23403234409295,-1.06252182065329,-0.374785671735014,"No",0
"Q96EB1",0.318,2.40155719704457,0.0623174575945268,-0.19360754320983,0.16373639130353,"No",1,"Q4U2R6",2.25072182884756,-1.02328053070423,-0.374785671735014,"No",0
"O95393",0.318,2.02853548611569,0.417791077084241,-0.19360754320983,-0.195278317388833,"No",1,"Q9NUP1",2.35950585272501,-0.773818044599494,-0.285031994561924,"No",0
"P40261",0.318,3.6691423786703,-1.39814674105003,-0.642079428341938,-0.329908833148469,"No",1,"Q9UBI6",2.23103621639193,-1.18024569050047,-0.374785671735014,"No",0
"P55084",0.318,3.61570657293562,-1.01491940826399,-0.0534600791060464,0.83688897010171,"No",1,"Q96J77",2.29237327664485,-0.989645139319321,-0.285031994561924,"No",0
"Q9NS39",0.318,2.39179317800998,0.530585098440621,0.689321480644007,0.073982714130439,"No",1,"Q8IX29",2.54358973469366,-0.563596848443819,-0.240155155975378,"No",0
"O00115",0.317,3.72363061521083,-1.39324359865799,-0.372996297262673,-0.060647801629197,"No",1,"P63211",2.23614263043705,-1.17463979193632,-0.285031994561924,"No",0
"Q9BSY9",0.317,2.68105199970302,-0.424703028141034,-0.838285878087235,-0.374785671735014,"No",1,"O60262",2.23298574959902,-1.19145748762877,-0.374785671735014,"No",0
"Q8NDM7",0.316,4.58868232182484,0.0838672349900767,3.28485251584608,0.657381615755528,"No",1,"Q9NUD7",2.70101262217454,-0.364587449416446,-0.285031994561924,"No",0
"Q9H8V3",0.316,2.24706786860482,0.374372307663575,1.17983760500725,-0.285031994561924,"Yes",1,"Q9NVS2",1.37391569245105,-0.832679979523083,-0.285031994561924,"Yes",0
"O14958",0.316,2.69296116380741,-0.207060534437195,-0.263681275261722,0.343243745649711,"No",1,"Q96LB4",2.29032817758697,-1.05131002352499,-0.285031994561924,"No",0
"Q9BXB7",0.315,2.25538651139188,0.420551682602245,0.212820102691142,0.0291058755438937,"No",1,"Q8WWB3",2.36498494353736,-0.885936015882521,-0.285031994561924,"No",0
"Q9BSH4",0.315,2.06197046750734,0.298355287310671,-0.54958210203344,-0.150401478802288,"No",1,"O75506",2.25686972351361,-1.16903389337216,-0.329908833148469,"No",0
"Q9NWM8",0.315,2.20746550704651,0.102642500063618,-0.790635740291948,-0.240155155975378,"No",1,"Q969E1",2.27374978251427,-1.16623094409009,-0.374785671735014,"No",0
"O43320",0.315,2.30374656471215,0.0085991643626388,-0.801847537420251,-0.374785671735014,"No",1,"Q96DE5",2.29624559546356,-1.07373361778159,-0.374785671735014,"No",0
"P13533",0.314,5.16464018058677,0.551074482861621,4.05286061913481,1.06127316303444,"No",1,"Q96KP6",2.61793332870161,-0.471099522135322,-0.329908833148469,"No",0
"Q13275",0.314,3.24020547700904,-0.361901153959931,0.818257147619488,0.073982714130439,"No",1,"A0A1B0GUX0",2.3624276481886,-0.888738965164597,-0.329908833148469,"No",0
"O96017",0.314,2.56150484430363,0.119739958202575,0.139943421357175,0.388120584236256,"No",1,"Q6QNY1",2.30661073591943,-0.98403924075517,-0.329908833148469,"No",0
"Q96DX7",0.314,0.61426313362978,1.94858020511651,-0.417843485775884,-0.285031994561924,"No",1,"Q14493",2.52502008711552,-0.625261732649484,-0.329908833148469,"No",0
"Q16719",0.313,3.83975955158265,-1.38172404032411,-0.0786866226447274,0.118859552716984,"No",1,"P0C1H6",2.32505041774262,-0.950403849370262,-0.374785671735014,"No",0
"P56545",0.312,2.47716882431176,0.0239383858403849,-0.134745608286241,-0.240155155975378,"No",1,"Q9Y291",2.30765472896638,-1.08494541490989,-0.374785671735014,"No",0
"Q9UN36",0.312,2.80581202909807,-0.390310388773942,-0.342163855159841,-0.285031994561924,"No",1,"O14519",2.32071159910724,-1.05971887137121,-0.374785671735014,"No",0
"P00915",0.312,3.77005706630752,-1.43900588804017,-0.650488276188165,-0.150401478802288,"No",1,"P59768",2.28649561864392,-1.18304863978254,-0.374785671735014,"No",0
"P05546",0.312,2.9841539473439,-0.402156081230046,0.0166136529458454,0.16373639130353,"No",1,"Q96IM9",2.42483813088135,-0.885936015882521,-0.150401478802288,"No",0
"P08237",0.312,4.47585714316974,-1.70420448152276,0.804242401209109,0.208613229890075,"No",1,"Q5T5A4",2.39583033594042,-0.908359610139126,-0.329908833148469,"No",0
"Q8N3I7",0.312,2.8677396289677,-0.41560625211705,-0.426252333622111,0.118859552716984,"No",1,"Q6UXQ4",2.33866969442313,-1.05411297280706,-0.374785671735014,"No",0
"Q13177",0.31,2.26911935457543,0.352461201872484,0.0866873849977372,-0.240155155975378,"No",1,"Q08117",2.42385854237796,-0.829877030241008,-0.374785671735014,"No",0
"Q96SL4",0.31,2.97443178184707,-0.630832790988278,-0.857906523061764,-0.329908833148469,"No",1,"P01298",2.33239970073226,-1.11577785701273,-0.329908833148469,"No",0
"Q86SQ9",0.31,2.31298924166078,-0.909936813424317,-0.448675927878716,0.208613229890075,"Yes",1,"O15235",1.26050567665563,-0.995251037883472,-0.374785671735014,"Yes",0
"O14617",0.309,3.47809358943399,0.181371990037125,1.84974248342334,0.208613229890075,"No",1,"A6NGH7",2.72442955809807,-0.471099522135322,-0.285031994561924,"No",0
"P11926",0.309,3.30435102313713,-0.761540872796356,-0.0898984197730301,0.16373639130353,"No",1,"Q5BN46",2.36877608441839,-1.00085693644762,-0.374785671735014,"No",0
"O60341",0.308,3.38651104901667,-0.389409135924736,1.00605474951856,0.073982714130439,"No",1,"Q8TDM0",2.46853748111374,-0.790635740291948,-0.195278317388833,"No",0
"O60930",0.308,1.93920976257917,0.50112627769597,-0.580414544136273,-0.060647801629197,"No",1,"Q8NET1",2.34122585635946,-1.17744274121839,-0.195278317388833,"No",0
"Q15349",0.308,3.5632358494401,-0.758436973103628,0.672503784951553,-0.240155155975378,"No",1,"Q96KS9",2.49400740679479,-0.782226892445721,-0.195278317388833,"No",0
"Q9BS86",0.308,2.187589080756,0.308766292448568,-0.398222840801354,-0.060647801629197,"No",1,"Q504U0",2.36833867548199,-1.06532476993536,-0.374785671735014,"No",0
"P67775",0.308,2.88799405065058,-1.39967823747144,-0.515946710648532,0.612504777168983,"Yes",1,"Q13405",1.34392122957939,-0.916768457985353,-0.195278317388833,"Yes",0
"Q96MT7",0.307,4.99158850741352,0.448307170444593,3.81460993015838,0.971519485861346,"No",1,"Q86TE4",2.78728007949911,-0.412237587211732,-0.285031994561924,"No",0
"P07451",0.307,3.7749180965504,-1.38766250913729,-0.65329122547024,-0.329908833148469,"No",1,"Q9UK08",2.34923087496539,-1.18585158906462,-0.374785671735014,"No",0
"P38935",0.307,4.09213289667813,-0.11386708113806,1.40127059829123,2.00368677335189,"No",1,"I3L3R5",2.80417009537492,-0.636473529777786,-0.0157709630426516,"No",0
"Q13614",0.307,3.56346669765324,-0.801570515249627,0.420238349564742,0.073982714130439,"No",1,"P50150",2.35472453170848,-1.17183684265424,-0.374785671735014,"No",0
"Q8IXJ6",0.307,2.70806234687325,-0.188543127528942,-0.291710768082479,-0.195278317388833,"No",1,"Q6UWT2",2.36717260746982,-1.16903389337216,-0.374785671735014,"No",0
"Q53T94",0.306,1.66940025864647,0.20615590495714,0.26607613905058,-0.060647801629197,"Yes",1,"Q96EY4",1.47274126623966,-0.813059334548554,-0.195278317388833,"Yes",0
"P22914",0.305,3.32295531860165,-0.882932905263424,-0.883133066600445,-0.060647801629197,"No",1,"Q16520",2.42180316137914,-1.03168937855046,-0.374785671735014,"No",0
"Q96KG9",0.305,3.05000042258475,0.0819485308059581,0.882724981107228,0.388120584236256,"No",1,"Q969G5",2.63118867074535,-0.650488276188165,-0.285031994561924,"No",0
"Q9UBV4",0.305,2.99273064458709,-0.450353929063556,-0.358981550852295,-0.240155155975378,"No",1,"Q96HT8",2.46673328193217,-1.0260834799863,-0.285031994561924,"No",0
"Q13155",0.305,2.16308722709766,0.389452999429428,-0.4851142685457,-0.0157709630426516,"No",1,"Q9H1M0",2.50682963232986,-0.866315370907991,-0.240155155975378,"No",0
"Q9NP81",0.305,2.11895305764348,-0.522814572998116,0.0698696893052832,-0.105524640215742,"Yes",1,"Q13503",1.29886632978302,-0.978433342191018,-0.374785671735014,"Yes",0
"Q10570",0.304,4.17219085954775,-0.791523275154352,2.66259777522528,-0.150401478802288,"Yes",1,"O43633",1.58418697551759,-0.759803298189116,-0.374785671735014,"Yes",0
"Q99715",0.304,4.99622363376632,-0.113346835825133,2.54207095609603,2.36270148204425,"No",1,"P0DO97",2.68365909361857,-0.563596848443819,-0.374785671735014,"No",0
"O95025",0.303,3.3902865795975,-0.392817667720473,0.795833553362882,0.16373639130353,"No",1,"Q6PI98",2.53321348834814,-0.843891776651386,-0.329908833148469,"No",0
"P11150",0.303,3.30798215095628,-0.632770721333646,0.0166136529458454,0.118859552716984,"No",1,"P10092",2.46752652125393,-1.0260834799863,-0.374785671735014,"No",0
"Q9Y2Q3",0.303,3.45267587441721,-0.965247944115507,-0.748591501060813,-0.285031994561924,"No",1,"P63215",2.46021236831493,-1.17183684265424,-0.374785671735014,"No",0
"P02794",0.303,1.85117878373509,-0.553627150446323,-0.869118320190067,-0.329908833148469,"Yes",1,"P37108",1.29285811251611,-1.00085693644762,-0.329908833148469,"Yes",0
"Q86VX9",0.303,2.59821718632332,0.328025121027879,0.445464893103423,-0.374785671735014,"No",1,"Q8N6M8",2.60020531462343,-0.807453435984402,-0.240155155975378,"No",0
"Q6NXG1",0.302,2.91346891468958,0.0104218021907795,0.526750422283618,-0.150401478802288,"No",1,"Q5SSQ6",2.51128864130963,-0.967221545062716,-0.195278317388833,"No",0
"Q8TAM2",0.302,3.3074987968543,-0.600494295564167,0.134337522793024,-0.374785671735014,"No",1,"Q96KX1",2.4848060120452,-1.05411297280706,-0.285031994561924,"No",0
"P41226",0.301,4.5850358015726,-1.33779788691511,1.45452663465067,0.25349006847662,"No",1,"Q9BQD3",2.57218600343541,-0.888738965164597,-0.240155155975378,"No",0
"P11678",0.299,4.30719436681343,-1.44076526123177,0.622050697874191,0.16373639130353,"No",1,"P53999",2.50202195505295,-1.0260834799863,-0.374785671735014,"No",0
"P14618",0.299,2.9414718700856,-1.42281438976957,0.106308029972267,-0.374785671735014,"Yes",1,"Q9UHV9",1.32229339801605,-0.950403849370262,-0.374785671735014,"Yes",0
"Q96AH0",0.299,1.42012578211957,1.0985934009452,-0.810256385266478,-0.329908833148469,"No",1,"Q8NHG7",2.47264777391213,-1.16623094409009,-0.374785671735014,"No",0
"O95994",0.299,2.32914597316633,0.180018267855733,-0.891541914446672,-0.195278317388833,"No",1,"Q0P5P2",2.49303192923896,-1.1297926034231,-0.329908833148469,"No",0
"P09884",0.299,4.47526656133169,-0.047648766697892,2.71585381158472,2.09344045052498,"Yes",1,"Q15050",2.30576825649909,-0.358981550852295,-0.150401478802288,"Yes",0
"P80365",0.299,3.22301279684869,-0.551448943290614,-0.246863579569268,0.25349006847662,"No",1,"Q8WVF2",2.52870907578423,-0.995251037883472,-0.329908833148469,"No",0
"Q9NWX6",0.298,1.47344487068278,-0.0833493098920694,-0.546779152751365,-0.240155155975378,"Yes",1,"P0C0S5",1.30440457606059,-1.02328053070423,-0.374785671735014,"Yes",0
"O15111",0.298,3.44057396298812,-0.461581628850941,0.706139176336461,-0.060647801629197,"No",1,"Q7Z2G1",2.56930631455957,-0.891541914446672,-0.374785671735014,"No",0
"Q8N6T7",0.297,2.87620214121213,-0.261651905868378,-0.387011043673051,-0.060647801629197,"No",1,"Q8N7L0",2.53718414482249,-0.992448088601397,-0.329908833148469,"No",0
"Q9Y2L5",0.297,4.04829359192146,-0.559480048893633,2.64017418096867,-0.195278317388833,"Yes",1,"Q8NBT2",1.52121700310621,-0.829877030241008,-0.329908833148469,"Yes",0
"Q9UJM8",0.296,4.14581382715272,-1.56309906975362,-0.344966804441916,-0.285031994561924,"No",1,"Q9Y605",2.52539657548558,-1.0260834799863,-0.374785671735014,"No",0
"Q9Y2I2",0.296,2.90053633184328,-0.120669797328152,0.128731624228872,-0.374785671735014,"No",1,"Q9BYN8",2.6231619800974,-0.807453435984402,-0.285031994561924,"No",0
"O15457",0.295,3.40341724860817,-0.104667250033032,1.24150248921291,0.073982714130439,"No",1,"Q96BZ8",2.70717850799256,-0.642079428341938,-0.285031994561924,"No",0
"Q9BZQ6",0.295,3.6849065445484,-0.429947242301454,1.23029069208461,-0.150401478802288,"No",1,"Q8N1D5",2.61427750714254,-0.838285878087235,-0.329908833148469,"No",0
"O00628",0.294,4.25385411799462,-1.65128452330564,-0.476705420699473,0.208613229890075,"No",1,"O60516",2.52733871094854,-1.10176311060235,-0.285031994561924,"No",0
"O95398",0.294,3.67651318466402,-0.392515887225564,1.20506414854593,0.118859552716984,"No",1,"Q14919",2.65135157125752,-0.807453435984402,-0.329908833148469,"No",0
